domain,problem,heuristics,strategy,solved,time,timeout,plan_length,expansions,memory_kb
blocks,task09,"hff,landmark",max,True,0.19437408447265625,False,32,60,
blocks,task10,"hff,landmark",max,True,0.20749449729919434,False,22,34,
blocks,task11,"hff,landmark",max,True,0.21554923057556152,False,32,77,
blocks,task12,"hff,landmark",max,True,0.2538716793060303,False,34,151,
blocks,task13,"hff,landmark",max,True,0.4612267017364502,False,34,360,
blocks,task14,"hff,landmark",max,True,0.3434758186340332,False,44,199,
blocks,task15,"hff,landmark",max,True,0.2486884593963623,False,30,71,
blocks,task16,"hff,landmark",max,True,0.7833530902862549,False,76,584,
blocks,task17,"hff,landmark",max,True,0.9085333347320557,False,64,713,
blocks,task18,"hff,landmark",max,True,0.3556551933288574,False,44,114,
blocks,task19,"hff,landmark",max,True,0.45665884017944336,False,44,113,
blocks,task20,"hff,landmark",max,True,4.324568748474121,False,80,2809,
blocks,task21,"hff,landmark",max,True,0.8732030391693115,False,56,359,
blocks,task22,"hff,landmark",max,True,0.6661827564239502,False,50,193,
blocks,task23,"hff,landmark",max,True,3.910351037979126,False,114,2342,
blocks,task24,"hff,landmark",max,True,1.4865224361419678,False,76,564,
blocks,task25,"hff,landmark",max,True,25.28840923309326,False,102,13258,
blocks,task26,"hff,landmark",max,True,1.1681065559387207,False,62,346,
blocks,task27,"hff,landmark",max,True,23.199193239212036,False,104,9813,
blocks,task28,"hff,landmark",max,True,3.51693058013916,False,104,1073,
blocks,task29,"hff,landmark",max,True,2.7647061347961426,False,76,738,
blocks,task30,"hff,landmark",max,True,2.718400239944458,False,78,620,
blocks,task31,"hff,landmark",max,True,57.20108461380005,False,154,17752,
blocks,task32,"hff,landmark",max,True,11.481744766235352,False,124,3159,
blocks,task33,"hff,landmark",max,True,11.142741441726685,False,110,2318,
blocks,task34,"hff,landmark",max,True,82.15049338340759,False,150,23892,
blocks,task35,"hff,landmark",max,True,50.5396089553833,False,146,11744,
blocks,task01,"landmark,lmcut",max,True,0.19767308235168457,False,6,10,
blocks,task02,"landmark,lmcut",max,True,0.15479135513305664,False,10,11,
blocks,task03,"landmark,lmcut",max,True,0.16343355178833008,False,6,7,
blocks,task04,"landmark,lmcut",max,True,0.173828125,False,12,15,
blocks,task05,"landmark,lmcut",max,True,0.19978570938110352,False,10,21,
blocks,task06,"landmark,lmcut",max,True,0.2189323902130127,False,20,33,
blocks,task07,"landmark,lmcut",max,True,0.22680187225341797,False,12,28,
blocks,task08,"landmark,lmcut",max,True,0.21105647087097168,False,10,14,
blocks,task09,"landmark,lmcut",max,True,0.30683398246765137,False,32,52,
blocks,task10,"landmark,lmcut",max,True,0.33206820487976074,False,22,26,
blocks,task11,"landmark,lmcut",max,True,1.0195975303649902,False,32,157,
blocks,task12,"landmark,lmcut",max,True,0.8721320629119873,False,34,147,
blocks,task13,"landmark,lmcut",max,True,2.0221099853515625,False,34,212,
blocks,task14,"landmark,lmcut",max,True,0.9000120162963867,False,28,89,
blocks,task15,"landmark,lmcut",max,True,0.43059849739074707,False,18,32,
blocks,task16,"landmark,lmcut",max,True,11.303386926651001,False,76,953,
blocks,task17,"landmark,lmcut",max,True,1.3420491218566895,False,38,79,
blocks,task18,"landmark,lmcut",max,True,1.397874116897583,False,44,91,
blocks,task19,"landmark,lmcut",max,True,2.078303337097168,False,44,104,
blocks,task20,"landmark,lmcut",max,True,22.104734659194946,False,76,1422,
blocks,task21,"landmark,lmcut",max,True,3.1853511333465576,False,44,149,
blocks,task22,"landmark,lmcut",max,True,16.444509744644165,False,90,851,
blocks,task23,"landmark,lmcut",max,True,3.9618828296661377,False,58,188,
blocks,task24,"landmark,lmcut",max,True,10.970159530639648,False,68,549,
blocks,task25,"landmark,lmcut",max,True,20.899208784103394,False,86,894,
blocks,task26,"landmark,lmcut",max,True,5.957952976226807,False,58,226,
blocks,task27,"landmark,lmcut",max,True,94.21768689155579,False,88,2718,
blocks,task28,"landmark,lmcut",max,True,66.10933041572571,False,112,2215,
blocks,task29,"landmark,lmcut",max,True,37.39110541343689,False,120,912,
blocks,task30,"landmark,lmcut",max,True,32.95303130149841,False,98,755,
blocks,task31,"landmark,lmcut",max,True,118.109379529953,False,140,2131,
blocks,task32,"landmark,lmcut",max,False,300,True,,,
blocks,task33,"landmark,lmcut",max,False,300,True,,,
blocks,task34,"landmark,lmcut",max,False,300,True,,,
blocks,task35,"landmark,lmcut",max,False,300,True,,,
logistics,task01,"hff,hadd",max,True,0.2283926010131836,False,20,21,
logistics,task02,"hff,hadd",max,True,0.18540573120117188,False,21,25,
logistics,task03,"hff,hadd",max,True,0.19080042839050293,False,15,16,
logistics,task04,"hff,hadd",max,True,0.22224712371826172,False,32,34,
logistics,task05,"hff,hadd",max,True,0.19795846939086914,False,19,23,
logistics,task06,"hff,hadd",max,True,0.18560218811035156,False,8,9,
logistics,task07,"hff,hadd",max,True,0.21994686126708984,False,28,29,
logistics,task08,"hff,hadd",max,True,0.19913339614868164,False,14,15,
logistics,task09,"hff,hadd",max,True,0.24338102340698242,False,27,29,
logistics,task10,"hff,hadd",max,True,0.21303248405456543,False,24,25,
logistics,task11,"hff,hadd",max,True,0.37511277198791504,False,41,46,
logistics,task12,"hff,hadd",max,True,0.4222400188446045,False,46,47,
logistics,task13,"hff,hadd",max,True,0.38011622428894043,False,34,37,
logistics,task14,"hff,hadd",max,True,0.5498678684234619,False,52,57,
logistics,task15,"hff,hadd",max,True,0.4681277275085449,False,43,46,
logistics,task16,"hff,hadd",max,True,0.500314474105835,False,37,45,
logistics,task17,"hff,hadd",max,True,0.8351194858551025,False,48,49,
logistics,task18,"hff,hadd",max,True,0.8754377365112305,False,46,47,
logistics,task19,"hff,hadd",max,True,2.0771596431732178,False,61,101,
logistics,task20,"hff,hadd",max,True,1.6695265769958496,False,70,82,
logistics,task21,"hff,hadd",max,True,1.998128890991211,False,51,109,
logistics,task22,"hff,hadd",max,True,2.1528375148773193,False,82,93,
logistics,task23,"hff,hadd",max,True,4.4768900871276855,False,82,83,
logistics,task24,"hff,hadd",max,True,3.0776777267456055,False,67,68,
logistics,task25,"hff,hadd",max,True,4.910451889038086,False,70,89,
logistics,task26,"hff,hadd",max,True,6.276607990264893,False,88,112,
logistics,task27,"hff,hadd",max,True,7.096564292907715,False,93,114,
logistics,task28,"hff,hadd",max,True,5.104724884033203,False,79,94,
logistics,task01,"hmax,lmcut",max,True,0.3143603801727295,False,20,22,
logistics,task02,"hmax,lmcut",max,True,0.3122680187225342,False,19,23,
logistics,task03,"hmax,lmcut",max,True,0.23911237716674805,False,15,19,
logistics,task04,"hmax,lmcut",max,True,0.5104711055755615,False,27,30,
logistics,task05,"hmax,lmcut",max,True,0.29727649688720703,False,17,21,
logistics,task06,"hmax,lmcut",max,True,0.2058262825012207,False,8,9,
logistics,task07,"hmax,lmcut",max,True,0.5266683101654053,False,25,28,
logistics,task08,"hmax,lmcut",max,True,0.26527929306030273,False,14,15,
logistics,task09,"hmax,lmcut",max,True,0.5298268795013428,False,25,29,
logistics,task10,"hmax,lmcut",max,True,0.4697279930114746,False,24,28,
logistics,task11,"hmax,lmcut",max,True,2.562652111053467,False,36,42,
logistics,task12,"hmax,lmcut",max,True,4.544434309005737,False,45,59,
logistics,task13,"hmax,lmcut",max,True,2.72975754737854,False,34,44,
logistics,task14,"hmax,lmcut",max,True,4.810226917266846,False,47,56,
logistics,task15,"hmax,lmcut",max,True,3.323333740234375,False,36,41,
logistics,task16,"hmax,lmcut",max,True,2.432586193084717,False,31,36,
logistics,task17,"hmax,lmcut",max,True,11.02101445198059,False,46,60,
logistics,task18,"hmax,lmcut",max,True,9.285178184509277,False,43,58,
logistics,task19,"hmax,lmcut",max,True,15.587870597839355,False,52,72,
logistics,task20,"hmax,lmcut",max,True,25.456077575683594,False,62,85,
logistics,task21,"hmax,lmcut",max,True,11.247844934463501,False,42,49,
logistics,task22,"hmax,lmcut",max,True,36.12359356880188,False,74,100,
logistics,task23,"hmax,lmcut",max,True,90.67221665382385,False,80,106,
logistics,task24,"hmax,lmcut",max,True,70.42629051208496,False,66,97,
logistics,task25,"hmax,lmcut",max,True,58.151262044906616,False,66,83,
logistics,task26,"hmax,lmcut",max,True,95.92750144004822,False,80,109,
logistics,task27,"hmax,lmcut",max,True,148.66515827178955,False,84,126,
