domain,problem,heuristic,solved,time,timeout,plan_length,expansions,generated,evaluations,memory_kb
zenotravel,task08,hmax,True,110.28691792488098,False,13,4320,35434,109605,
zenotravel,task09,hmax,False,300,True,,,,,
zenotravel,task10,hmax,False,300,True,,,,,
zenotravel,task11,hmax,False,300,True,,,,,
zenotravel,task12,hmax,False,300,True,,,,,
zenotravel,task13,hmax,False,300,True,,,,,
zenotravel,task14,hmax,False,300,True,,,,,
zenotravel,task15,hmax,False,300,True,,,,,
zenotravel,task16,hmax,False,300,True,,,,,
zenotravel,task17,hmax,False,300,True,,,,,
zenotravel,task18,hmax,False,300,True,,,,,
zenotravel,task19,hmax,False,300,True,,,,,
zenotravel,task20,hmax,False,300,True,,,,,
zenotravel,task01,lmcut,True,0.18141531944274902,False,1,2,6,6,
zenotravel,task02,lmcut,True,0.18350934982299805,False,6,7,26,39,
zenotravel,task03,lmcut,True,0.3646833896636963,False,6,9,107,132,
zenotravel,task04,lmcut,True,0.5014865398406982,False,8,12,86,121,
zenotravel,task05,lmcut,True,0.9244928359985352,False,11,14,126,165,
zenotravel,task06,lmcut,True,1.7631349563598633,False,14,22,305,390,
zenotravel,task07,lmcut,True,1.839695692062378,False,16,25,179,242,
zenotravel,task08,lmcut,True,7.682162761688232,False,13,36,592,877,
zenotravel,task09,lmcut,True,12.96735668182373,False,24,39,844,1000,
zenotravel,task10,lmcut,True,10.997827529907227,False,22,25,768,835,
zenotravel,task11,lmcut,True,8.352542400360107,False,15,20,595,670,
zenotravel,task12,lmcut,True,27.862135410308838,False,25,69,1465,2022,
zenotravel,task13,lmcut,True,37.40504693984985,False,32,52,1451,1710,
zenotravel,task14,lmcut,False,300,True,,,,,
zenotravel,task15,lmcut,False,300,True,,,,,
zenotravel,task16,lmcut,False,300,True,,,,,
zenotravel,task17,lmcut,False,300,True,,,,,
zenotravel,task18,lmcut,False,300,True,,,,,
zenotravel,task19,lmcut,False,300,True,,,,,
zenotravel,task20,lmcut,False,300,True,,,,,
zenotravel,task01,landmark,True,0.17309165000915527,False,1,2,6,6,
zenotravel,task02,landmark,True,0.16652774810791016,False,6,8,23,32,
zenotravel,task03,landmark,True,0.1848161220550537,False,6,32,281,484,
zenotravel,task04,landmark,True,0.19608402252197266,False,11,163,878,1998,
zenotravel,task05,landmark,True,0.21550393104553223,False,14,122,541,1367,
zenotravel,task06,landmark,True,0.2800157070159912,False,14,260,1536,4258,
zenotravel,task07,landmark,True,0.2509796619415283,False,21,365,1746,4360,
zenotravel,task08,landmark,True,0.4692983627319336,False,14,583,6358,12967,
zenotravel,task09,landmark,True,0.5133845806121826,False,26,678,5121,13143,
zenotravel,task10,landmark,True,0.5151565074920654,False,28,561,5919,11401,
zenotravel,task11,landmark,True,0.8783884048461914,False,16,1037,13745,35955,
zenotravel,task12,landmark,True,0.7075228691101074,False,23,712,7053,17531,
zenotravel,task13,landmark,True,1.8951082229614258,False,38,2968,41715,93852,
zenotravel,task14,landmark,True,47.2811541557312,False,41,20904,936443,1558981,
zenotravel,task15,landmark,True,63.82828974723816,False,57,27385,294098,740729,
zenotravel,task16,landmark,True,175.76595330238342,False,54,45841,2165809,3482773,
zenotravel,task17,landmark,False,300,True,,,,,
zenotravel,task18,landmark,False,300,True,,,,,
zenotravel,task19,landmark,False,300,True,,,,,
zenotravel,task20,landmark,False,300,True,,,,,
parcprinter,task01,hff,True,0.19284987449645996,False,8,9,10,11,
parcprinter,task02,hff,True,0.18060541152954102,False,15,16,31,37,
parcprinter,task03,hff,True,0.18314695358276367,False,22,23,58,79,
parcprinter,task04,hff,True,0.1977381706237793,False,29,30,108,136,
